NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-17092.55,-13747.01,39330.18,0.00,,0.00,0.00,,9224.10,0.00,,0.00,457.16,0.00,27249.89,76261.33,46380.72,11487.37,0.00,0.00,0.00,0.00,30189.70,1776.56,173.99,90008.34,-2171.42,-1291.54,0.00,0.00,0.00,117.41,-3345.55,-17092.55,0.00,-17092.55,0.00,0.00,0.00,,0.00,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,2,2,2025,1
-16948.96,-10821.98,495746.71,0.00,,0.00,0.00,,0.00,0.00,,0.00,132.37,,461.29,496340.37,169465.71,114405.31,21294.31,107686.68,466.38,90484.54,0.00,3352.29,7.13,507162.34,0.00,-0.21,2.30,0.00,0.00,-2232.42,-2230.33,-13052.30,3896.66,-16948.96,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2025,3
-16354.00,12328.00,123671.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,123671.00,31073.00,32109.00,7068.00,8402.00,0.00,16488.00,0.00,16203.00,0.00,111342.00,-8415.00,-461.00,0.00,484.00,0.00,34.00,-8357.00,3971.00,20325.00,-16354.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2025,4
-16308.49,-6930.77,91258.52,0.00,,32187.15,25862.55,,48563.76,0.00,,4942.70,1783.88,0.00,24932.28,229530.83,99705.46,23609.87,13638.05,38370.89,10134.66,28392.24,0.00,22581.06,29.37,236461.60,-8695.38,-153.59,0.00,0.00,3.34,1446.64,-7399.00,-14329.77,1978.73,-16308.49,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2025,2
-15019.72,-6919.08,84506.97,0.00,,41647.95,24121.60,,51363.51,0.00,,4056.26,1863.42,0.00,23626.21,231185.92,103998.69,20551.00,13468.95,40572.57,9442.68,27262.87,0.00,22752.24,56.01,238105.00,-8796.26,-164.15,0.00,0.00,59.77,1413.62,-7487.01,-14406.10,613.62,-15019.72,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2025,3
-14070.09,-14178.71,0.00,0.00,,0.00,0.00,,10009.21,133706.61,,0.00,0.00,0.00,0.00,143715.82,107159.56,19780.67,1797.94,21966.64,210.14,5845.65,,1016.99,116.96,157894.54,0.00,0.00,-71.05,0.00,0.00,179.68,108.63,-14070.09,0.00,-14070.09,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2025,3
-13839.00,-12538.00,608411.00,398.00,,21992.00,20575.00,,394.00,13.00,,34.00,26782.00,377.00,27352.00,706328.00,283180.00,94234.00,63574.00,101744.00,40056.00,90657.00,,45263.00,159.00,718867.00,-4784.00,-18617.00,0.00,-91.00,-6.00,2127.00,-21369.00,-33908.00,-20069.00,-13839.00,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2025,3
-13478.39,-14137.34,0.00,0.00,,0.00,0.00,,92208.99,0.00,,0.00,0.00,0.00,0.00,92208.99,56021.80,13187.03,7536.54,11651.38,2.56,7362.31,0.00,10555.49,29.22,106346.33,0.00,0.00,0.00,0.00,0.00,658.95,658.95,-13478.39,0.00,-13478.39,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2025,4
-12624.21,4626.65,494756.58,0.00,,81.66,40261.84,,0.00,0.00,,3728.10,2468.45,0.00,52798.12,594094.75,261039.46,72890.53,55720.58,92577.74,26303.87,38031.99,,42814.60,89.34,589468.11,-37189.72,793.86,-381.53,5892.94,81.20,9743.70,-21059.55,-16432.91,-3808.70,-12624.21,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2025,1
-12495.47,-10541.49,3028.92,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,3028.92,897.16,12059.67,135.73,-7.50,0.00,414.52,0.00,70.83,0.00,13570.41,0.00,-175.05,0.00,0.00,0.00,-1778.93,-1953.98,-12495.47,0.00,-12495.47,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2025,1
-12412.30,-12454.66,0.00,4794.57,,2760.68,0.00,,0.00,3481.84,,0.00,691.28,0.00,3845.18,15573.54,7865.89,12301.36,0.00,2492.58,199.25,2433.14,0.00,2735.97,0.00,28028.20,0.00,0.00,0.00,0.00,0.00,42.35,42.35,-12412.30,0.00,-12412.30,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2025,1
-11748.54,-11792.78,36782.18,0.00,,0.00,10436.43,,0.00,0.00,,2593.35,3152.88,0.00,1549.11,54513.93,39783.95,4691.45,2981.86,12988.55,2500.14,2609.57,0.00,751.20,0.00,66306.71,-535.83,551.32,0.00,0.00,0.00,0.00,15.49,-11777.29,-28.76,-11748.54,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2025,2
-11538.54,-11331.75,5738.74,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,5738.74,1712.98,14126.42,293.82,-10.40,0.00,799.02,0.00,148.65,0.00,17070.49,0.00,-204.68,0.00,0.00,0.00,-2.11,-206.79,-11538.54,0.00,-11538.54,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2025,2
-10774.64,-9603.26,0.00,0.00,,0.00,0.00,,0.00,44521.13,,0.00,1083.24,0.00,0.00,45604.37,30351.85,3990.23,0.00,4492.78,0.00,5982.05,0.00,10390.72,0.00,55207.62,0.00,-1144.90,-25.89,0.00,0.00,1.12,-1169.67,-10772.93,1.72,-10774.64,0.00,0.00,0.00,,0.00,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2025,1
-10747.59,-6428.94,39223.99,0.00,,0.00,0.00,,16672.15,0.00,,0.00,286.57,0.00,31172.33,87355.04,46769.80,13851.15,0.00,0.00,0.00,0.00,30660.03,2268.01,234.99,93783.98,-3103.37,-1421.33,0.00,0.00,0.00,206.04,-4318.66,-10747.59,0.00,-10747.59,0.00,0.00,0.00,,0.00,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,2,2,2025,3
-10721.00,-10984.26,0.00,0.00,,13040.30,0.00,,0.00,10.38,,0.00,0.00,0.00,3177.92,16228.60,8082.73,4412.29,0.00,6278.63,262.73,3629.99,0.00,2554.94,1991.56,27212.87,0.00,0.00,0.00,-107.72,0.00,370.98,263.26,-10721.00,0.00,-10721.00,0.00,0.00,0.00,,0.00,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2025,4
-10492.36,-9861.69,5729.17,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,5729.17,1751.56,12581.83,291.43,53.00,0.00,761.41,0.00,151.62,0.00,15590.86,0.00,-176.50,0.00,0.00,0.00,-454.18,-630.68,-10492.36,0.00,-10492.36,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2025,3
-10071.87,-8241.22,0.00,0.00,,0.00,0.00,,97199.49,0.00,,0.00,0.00,0.00,0.00,97199.49,61253.76,11391.02,6819.01,10263.69,14.93,7733.18,0.00,7965.12,0.00,105440.71,0.00,-2730.95,0.00,0.00,0.00,900.30,-1830.65,-10071.87,0.00,-10071.87,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2025,1
-9742.17,2363.51,7541.36,0.00,0.00,0.00,1238.58,0.00,0.00,0.00,0.00,69.53,251.49,0.00,0.00,9100.96,3164.78,1172.83,2176.75,0.00,0.00,0.00,0.00,223.09,0.00,6737.45,-6291.06,-57.10,0.00,0.00,0.00,-5757.52,-12105.68,-9742.17,0.00,-9742.17,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,11056,I,2,2,2025,1
-9476.14,-9462.83,0.00,5078.74,,2815.64,0.00,,0.00,9661.73,,0.00,434.42,0.00,108.66,18099.17,8212.75,10941.34,0.00,3052.48,172.79,2449.00,0.00,2733.66,0.00,27562.00,0.00,0.00,0.00,0.00,0.00,-13.31,-13.31,-9476.14,0.00,-9476.14,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2025,2
-8587.21,-8127.88,29605.81,0.00,,0.00,8656.43,,0.00,0.00,,2042.73,2795.47,0.00,1659.07,44759.49,31614.27,4249.27,2395.00,11446.16,2058.00,587.93,0.00,536.74,0.00,52887.37,-507.90,139.72,0.00,0.00,0.00,0.00,-368.18,-8496.06,91.14,-8587.21,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2025,3
-8410.13,19121.80,1097803.84,336.31,,30889.11,58016.11,,2797.97,,,2691.35,369.68,,123538.91,1316443.28,473148.68,131240.35,120740.99,257331.84,77212.39,102344.80,,69722.58,65579.87,1297321.48,-39857.87,20210.36,7305.35,,,6534.99,-5807.17,13314.63,21724.77,-8410.13,,,,-8410.13,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2025,4
-7759.77,-4031.22,46224.01,0.00,,0.00,0.00,,7732.55,0.00,,0.00,475.08,0.00,32798.17,87229.82,45077.87,12362.98,0.00,0.00,0.00,0.00,31802.83,1913.43,103.93,91261.04,-2552.13,-1316.81,0.00,0.00,0.00,140.38,-3728.56,-7759.77,0.00,-7759.77,0.00,0.00,0.00,,0.00,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,2,2,2025,2
-6832.24,-7194.34,0.00,0.00,,13866.98,0.00,,0.00,4749.48,,0.00,0.00,0.00,2999.52,21615.98,9251.06,4738.16,0.00,6144.22,541.28,3457.78,0.00,2646.43,2031.40,28810.32,0.00,0.00,0.00,-14.02,0.00,376.11,362.10,-6832.24,0.00,-6832.24,0.00,0.00,0.00,,0.00,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2025,3
-6729.81,-6820.44,0.00,16087.05,,7086.61,0.00,,0.00,5767.03,,0.00,0.00,0.00,271.57,29212.25,16106.98,7868.70,0.00,4307.68,326.01,2969.04,0.00,4454.28,0.00,36032.69,0.00,0.00,0.00,3.68,0.00,86.95,90.62,-6729.81,0.00,-6729.81,0.00,0.00,0.00,,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2025,4
-6667.82,-6328.79,28506.80,0.00,,0.00,9395.95,,0.00,0.00,,2764.99,2200.08,0.00,1180.05,44047.86,29845.36,3805.68,2333.42,10849.47,2161.73,698.86,0.00,682.14,0.00,50376.65,-388.46,552.51,0.00,0.00,0.00,0.00,164.04,-6164.74,503.07,-6667.82,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2025,1
-6533.28,3102.58,100662.16,0.00,,43815.98,24454.97,,52464.73,0.00,,4285.44,1370.13,0.00,24603.88,251657.28,106137.90,29234.40,13987.70,39895.01,9768.71,27370.06,0.00,21993.15,167.76,248554.70,-8182.02,-143.14,0.00,0.00,-14.05,1910.09,-6429.12,-3326.54,3206.74,-6533.28,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2025,4
-6177.36,-6096.36,0.00,0.00,,0.00,0.00,,0.00,44467.57,,0.00,797.96,0.00,0.00,45265.53,27602.74,3769.48,0.00,5541.00,0.00,5819.49,0.00,8629.19,0.00,51361.89,0.00,-262.48,-99.04,301.76,0.00,0.84,-58.93,-6155.29,22.07,-6177.36,0.00,0.00,0.00,,0.00,21629,KD,Western Global,KD,Western Global,11042,I,2,2,2025,3
-5189.37,-4955.69,0.00,0.00,75.07,75.07,0.00,11366.66,11366.66,0.00,441.65,0.00,441.65,0.00,0.00,11883.39,6149.76,2146.64,0.00,0.00,0.00,0.00,6050.59,2492.08,0.00,16839.07,-233.69,0.00,0.00,0.00,0.00,0.00,-233.69,-5189.37,0.00,-5189.37,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2025,4
-5143.83,-4898.48,0.00,0.00,68.89,68.89,0.00,5621.40,5621.40,0.00,71.09,0.00,71.09,0.00,0.00,5761.39,3944.26,1502.12,0.00,0.00,0.00,0.00,3403.70,1809.79,0.00,10659.87,-245.35,0.00,0.00,0.00,0.00,0.00,-245.35,-5143.83,0.00,-5143.83,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2025,1
-5057.51,-736.74,313306.86,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,313306.86,143531.36,106528.63,17891.71,11446.12,0.00,27740.17,0.00,6905.60,0.00,314043.60,0.00,-6289.92,0.00,0.00,19.34,-386.70,-6657.28,-7394.02,-2336.52,-5057.51,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2025,2
-5022.60,-4845.26,0.00,0.00,,0.00,0.00,,7240.12,0.00,,0.00,83.30,0.00,0.00,7323.43,6614.99,3847.02,742.08,502.82,0.00,217.39,,244.38,0.00,12168.69,-28.45,0.00,-54.18,0.00,0.00,-94.71,-177.34,-5022.60,0.00,-5022.60,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2025,2
-5018.54,-4254.32,0.00,0.00,,0.00,0.00,,0.00,100738.25,,0.00,86.77,0.00,0.00,100825.02,35679.22,55994.46,0.00,3282.69,0.00,5745.51,,4377.46,0.00,105079.34,0.00,-764.22,0.00,0.00,0.00,0.00,-764.22,-5018.54,0.00,-5018.54,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2025,1
-4874.46,-14821.93,77911.90,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,18.43,77930.32,43139.97,27305.26,4543.58,3923.52,0.00,13715.42,0.00,124.51,0.00,92752.25,-404.10,0.00,0.00,-7.10,0.00,10358.67,9947.47,-4874.46,0.00,-4874.46,0.00,0.00,0.00,,0.00,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,2,2,2025,4
-4646.00,-6942.00,172449.00,0.00,,1285.00,664.00,,33.00,0.00,,,24486.00,0.00,1287.00,200204.00,82853.00,18868.00,17604.00,41622.00,10722.00,21778.00,,12459.00,1240.00,207146.00,-1413.00,324.00,9.00,0.00,,2044.00,964.00,-5978.00,-1332.00,-4646.00,0.00,0.00,0.00,-4646.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2025,1
-4604.49,-4233.88,0.00,0.00,,15766.45,0.00,,0.00,4808.49,,0.00,0.00,0.00,2976.98,23551.93,9688.04,5567.42,0.00,5970.12,195.43,2472.16,0.00,2189.57,1703.08,27785.81,0.00,0.00,0.00,-42.49,0.00,-328.11,-370.61,-4604.49,0.00,-4604.49,0.00,0.00,0.00,,0.00,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2025,2
-4551.14,-4312.41,0.00,0.00,0.00,0.00,0.00,5170.47,5170.47,0.00,146.21,0.00,146.21,0.00,0.00,5316.68,3094.62,1461.60,0.00,0.00,0.00,0.00,3311.89,1760.98,0.00,9629.08,-238.73,0.00,0.00,0.00,0.00,0.00,-238.73,-4551.14,0.00,-4551.14,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2025,1
-4479.85,-5181.40,476335.49,0.00,,0.00,0.00,,0.00,0.00,,0.00,110.52,,278.00,476724.01,165087.46,103096.80,19892.69,102303.97,444.84,87934.43,0.00,3138.47,6.74,481905.40,0.00,0.36,-5.97,0.00,0.00,-2008.33,-2013.93,-7195.33,-2715.48,-4479.85,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2025,2
-4104.15,-4163.48,0.00,0.00,,0.00,0.00,,10632.13,0.00,,0.00,150.04,0.00,0.00,10782.17,10352.05,884.89,1075.55,1224.68,0.04,386.50,,1021.94,0.00,14945.65,-45.39,0.00,-44.55,0.00,0.00,149.27,59.32,-4104.15,0.00,-4104.15,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2025,1
-4079.09,-4235.58,0.00,0.00,,0.00,0.00,,19053.58,30398.01,,0.00,0.00,0.00,0.00,49451.59,35629.94,7673.28,2353.45,5989.52,69.48,1657.70,,313.80,0.00,53687.17,0.00,0.00,-4.37,0.00,0.00,160.86,156.49,-4079.09,0.00,-4079.09,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2025,4
-3961.42,-4176.58,0.00,0.00,46.65,46.65,0.00,9133.98,9133.98,0.00,391.22,0.00,391.22,0.00,0.00,9571.86,5335.98,2319.52,0.00,0.00,0.00,0.00,4142.70,1950.24,0.00,13748.43,215.16,0.00,0.00,0.00,0.00,0.00,215.16,-3961.42,0.00,-3961.42,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2025,2
-3644.70,-3460.55,0.00,14394.57,,11381.81,0.00,,0.00,9079.44,,0.00,0.00,0.00,827.82,35683.63,17893.83,7431.43,0.00,5115.57,352.28,3250.34,0.00,5100.74,0.00,39144.18,0.00,0.00,0.00,-349.36,0.00,165.20,-184.16,-3644.70,0.00,-3644.70,0.00,0.00,0.00,,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2025,3
-3564.38,-3001.71,467569.97,0.00,,0.00,0.00,,0.00,0.00,,0.00,229.68,,180.49,467980.14,159998.19,95080.71,19949.49,106517.07,539.36,85656.41,0.00,3235.09,5.54,470981.86,0.00,0.00,-0.38,0.00,0.00,-1705.95,-1706.32,-4708.03,-1143.65,-3564.38,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2025,1
-3228.45,-3096.18,0.00,0.00,,0.00,0.00,,0.00,5675.70,,0.00,0.00,,0.00,5675.70,3234.11,1127.32,0.00,450.98,0.00,1635.98,,2323.49,0.00,8771.87,-132.27,0.00,0.00,0.00,,0.00,-132.27,-3228.45,0.00,-3228.45,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,1,1,2025,2
-3126.48,1903.06,344942.74,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.09,0.00,0.00,344942.83,147166.09,135015.48,17420.94,11635.51,0.00,25070.54,0.00,6731.20,0.00,343039.76,0.00,-6081.40,0.00,0.00,6.70,-303.11,-6377.81,-4474.74,-1348.26,-3126.48,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2025,1
-3114.68,-3418.62,0.00,0.00,78.58,78.58,0.00,8944.80,8944.80,0.00,467.19,0.00,467.19,0.00,0.00,9490.57,4878.19,2183.14,0.00,0.00,0.00,0.00,4232.90,1614.96,0.00,12909.19,303.93,0.00,0.00,0.00,0.00,0.00,303.93,-3114.68,0.00,-3114.68,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2025,3
-3063.61,3751.78,0.00,0.00,,57404.20,0.00,,0.00,23994.15,,0.00,1167.79,0.00,0.00,82566.14,35989.52,15106.00,,10383.71,2008.79,9019.54,,2611.59,3695.20,78814.36,-4165.28,-335.24,0.00,0.00,0.00,-1228.47,-5728.99,-1977.21,1086.40,-3063.61,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2025,2
-2947.00,-2670.00,129553.00,85.00,,4683.00,4381.00,,84.00,3.00,,7.00,5703.00,80.00,5824.00,150403.00,60299.00,20066.00,13537.00,21665.00,8529.00,19304.00,,9638.00,34.00,153073.00,-1019.00,-3964.00,0.00,-19.00,-1.00,453.00,-4550.00,-7220.00,-4273.00,-2947.00,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2025,3
-2870.60,-3166.59,0.00,0.00,,17268.78,0.00,,0.00,4320.49,,0.00,0.00,0.00,3126.49,24715.76,10119.16,5586.23,0.00,5834.87,188.53,2299.33,0.00,2156.89,1697.34,27882.35,0.00,0.00,0.00,-102.87,0.00,398.86,295.99,-2870.60,0.00,-2870.60,0.00,0.00,0.00,,0.00,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2025,1
-2798.73,-2611.40,23451.26,0.00,,0.00,5688.17,,0.00,0.00,,1540.45,1703.09,0.00,1137.43,33520.39,24005.45,3493.96,2075.69,8355.29,1607.75,-3823.26,0.00,416.90,0.00,36131.78,-286.06,128.64,0.00,0.00,0.00,0.00,-157.43,-2768.82,29.91,-2798.73,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2025,4
-2731.27,-3290.64,961.58,6726.24,,3175.02,62.50,,271.78,5028.57,,,25.59,,470.57,16721.85,8009.50,6212.39,,,,,4388.13,1344.29,58.18,20012.49,198.23,,,0.00,,361.14,559.37,-2731.27,,-2731.27,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,06860,D,1,1,2025,1
-2496.95,2880.53,0.00,0.00,,0.00,0.00,,126315.57,0.00,,0.00,0.00,0.00,0.00,126315.57,70484.95,16210.47,8189.61,11843.82,7.35,9104.81,0.00,7574.55,19.48,123435.04,0.00,-6169.48,0.00,0.00,0.00,600.81,-5568.66,-2688.14,-191.18,-2496.95,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2025,2
-2337.84,-2242.06,0.00,0.00,,0.00,0.00,,0.00,4109.99,,0.00,0.00,,0.00,4109.99,2341.94,816.34,0.00,326.57,0.00,1184.67,,1682.53,0.00,6352.05,-95.78,0.00,0.00,0.00,,0.00,-95.78,-2337.84,0.00,-2337.84,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,1,1,2025,2
-2310.37,242.05,0.00,0.00,,0.00,0.00,,8174.56,0.00,,0.00,3871.58,0.00,0.00,12046.14,4327.22,1934.43,479.67,2903.54,94.80,2025.27,0.00,39.16,0.00,11804.08,0.00,0.00,0.00,0.00,0.00,-2552.42,-2552.42,-2310.37,0.00,-2310.37,0.00,0.00,0.00,,0.00,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",16076,I,1,1,2025,4
-2215.09,-2045.41,0.00,0.00,,0.00,0.00,,0.00,7674.38,,0.00,0.00,,0.00,7674.38,3763.41,1073.68,0.00,421.67,0.00,2938.49,,1522.54,0.00,9719.80,-169.68,0.00,0.00,0.00,,0.00,-169.68,-2215.09,0.00,-2215.09,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,1,1,2025,3
-2159.03,-1510.92,0.00,,,34998.08,0.00,,0.00,28331.45,,0.00,1472.66,0.00,0.00,64802.18,29463.27,26084.89,0.00,261.43,22.05,4110.11,,4309.00,2062.36,66313.10,0.00,-648.53,0.00,0.00,0.00,0.00,-648.53,-2159.45,-0.52,-2158.93,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,80006,D,2,2,2025,1
-1958.37,1042.73,0.00,0.00,,0.00,0.00,,51604.33,6417.48,,0.00,0.00,0.00,0.00,58021.81,29831.19,9860.64,302.45,279.36,21.46,11918.85,,3244.80,1520.32,56979.08,0.00,-2989.29,-7.64,0.00,0.00,-4.17,-3001.10,-1958.37,0.00,-1958.37,0.00,0.00,0.00,,0.00,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01287,D,2,2,2025,3
-1949.06,-1963.71,0.00,0.00,,0.00,0.00,,16178.46,16221.29,,0.00,0.00,0.00,0.00,32399.74,21386.00,6062.79,1863.39,3667.44,29.07,957.53,,208.19,189.04,34363.45,0.00,0.00,-10.21,0.00,0.00,24.86,14.65,-1949.06,0.00,-1949.06,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2025,3
-1921.02,-1802.88,0.00,0.00,,0.00,0.00,,0.00,8335.71,,0.00,0.00,,0.00,8335.71,4563.69,1253.87,0.00,442.99,0.28,1631.70,,2246.05,0.00,10138.59,-118.13,0.00,0.00,0.00,,0.00,-118.13,-1921.02,0.00,-1921.02,,,0.00,,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,1,1,2025,1
